Counting cache functions... Output every 1 seconds.
TIME         HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB
16:03:00     2004        0    13615   100.0%           11      14972
16:03:01     1956        0    14310   100.0%           11      14973
16:03:02     1992        0     8723   100.0%           11      14972
16:03:03     1989     6016    15635    24.8%           11      14973
16:03:04     2042    39741    15213     4.9%           11      14974
16:03:05     1972        0    13667   100.0%           11      14974
16:03:06     1988        0    14168   100.0%           11      14975
16:03:07     1973        0     9657   100.0%           11      14973
16:03:08     1955     7456    12544    20.8%           11      14973
16:03:09     1949    36607     6813     5.1%           11      14973
16:03:10     1984        0     9882   100.0%           11      14971
16:03:11     2006        0    15210   100.0%           11      14973
16:03:12     2000        0    11171   100.0%           11      14974
16:03:13     1981        0    11577   100.0%           11      14974
16:03:14     1949    10911    14591    15.2%           11      14971
16:03:15     2006    35167    10155     5.4%           11      14974
16:03:16     1998        0    11902   100.0%           11      14974
16:03:17     1989        0     9240   100.0%           11      14972
16:03:18     1952        0    11652   100.0%           11      14974
16:03:19     1966    12800    10569    13.3%           11      14971
16:03:20     2798    33056    11552     7.8%           11      14969
16:03:21     1979        0    12393   100.0%           11      14963
16:03:22     2221        6    13401    99.7%           11      14950
16:03:23     2080        3    10027    99.9%           11      14959
16:03:24     2018    18812    15737     9.7%           11      14947
16:03:25     2019    28672    11671     6.6%           11      14946
16:03:26     2001        0    10339   100.0%           11      14955
16:03:27     1993        0    14616   100.0%           11      14947
16:03:28     2001        0    12214   100.0%           11      14957
16:03:29     1931    21954     8571     8.1%           11      14944
16:03:30     2034    25184    12270     7.5%           11      14956
16:03:31     1988        0    12598   100.0%           11      14943
16:03:32     1950        0    12607   100.0%           11      14951
16:03:33     2129        3    12255    99.9%           11      14957
16:03:34     2075        7     8415    99.7%           11      14958
16:03:35     2021     8388     9806    19.4%           11      14947
16:03:36     2103    14275     9291    12.8%           11      14948
16:03:37     2082        1     7513   100.0%           11      14943
16:03:38     2054     7970    10181    20.5%           11      14954
16:03:39     2105    17923    11446    10.5%           11      14958
16:03:40     2032        3    12247    99.9%           11      14941
16:03:41     1925    25171    12058     7.1%           11      14968
16:03:42     1967    22304    12540     8.1%           11      14959
16:03:43     1966        0    15290   100.0%           11      14945
16:03:44     1946        0    12308   100.0%           11      14949
16:03:45     2146        6    10294    99.7%           11      14950
16:03:46     2074        2    14293    99.9%           11      14960
16:03:47     1963    27264    11539     6.7%           11      14945
16:03:48     1993    19744    15258     9.2%           11      14959
16:03:49     2015        0    15514   100.0%           11      14947
16:03:50     1973        0    10917   100.0%           11      14955
16:03:51     1960        1    12470    99.9%           11      14965
16:03:52     1952    30592    14967     6.0%           11      14943
16:03:53     1975    16544    13329    10.7%           11      14964
16:03:54     1995        0    15246   100.0%           11      14951
16:03:55     1985        0    13299   100.0%           11      14958
16:03:56     2000        1    13681   100.0%           11      14945
16:03:57     1987        0    13195   100.0%           11      14953
16:03:58     1969    35456    15159     5.3%           11      14950
16:03:59     1987    12064    15693    14.1%           11      14960
16:04:00     2007        0    17527   100.0%           11      14952
16:04:01     2793        2    14985    99.9%           11      14945
16:04:02     1961        0    10101   100.0%           11      14953
16:04:03     2003    38944    16375     4.9%           11      14941
16:04:04     2008     8854    13969    18.5%           11      14959
16:04:05     1985        2    15889    99.9%           11      14947
16:04:07     2011        0    15987   100.0%           11      14960
16:04:08     1981        0    14784   100.0%           11      14946
16:04:09     1996    39456    13519     4.8%           11      14955
16:04:10     1990     5088    11352    28.1%           11      14955
16:04:11     1958        2     8138    99.9%           11      14957
16:04:12     1979        0     9843   100.0%           11      14940
16:04:13     2011        0    14484   100.0%           11      14954
16:04:14     2015    45920    11108     4.2%           11      14954
16:04:15     2015      992    13598    67.0%           11      14959
16:04:16     1975        0    10528   100.0%           11      14939
16:04:17     2183        5    12189    99.8%           11      14949
16:04:18     2167        3    10657    99.9%           11      14961
16:04:19     2131       70    13078    96.8%           11      14949
16:04:20     2061    26496     9458     7.2%           11      14955
16:04:21     2172        6     9650    99.7%           11      14959
16:04:22     2083       66    11596    96.9%           11      14939
